code,name,size,material,category
A11010301500100,双卡螺母移动转换接头,DN15,304,双卡
A11010301500200,双卡螺母移动转换接头,DN15,304,双卡
A11010302000100,双卡螺母移动转换接头,DN20,304,双卡
A11010302000200,双卡螺母移动转换接头,DN20,304,双卡
A11010302000300,双卡螺母移动转换接头,DN20,304,双卡
A11010302500200,双卡螺母移动转换接头,DN25,304,双卡
A11010302500300,双卡螺母移动转换接头,DN25,304,双卡
A11010302500400,双卡螺母移动转换接头,DN25,304,双卡
A11010303200400,双卡螺母移动转换接头,DN32,304,双卡
A11010304000500,双卡螺母移动转换接头,DN40,304,双卡
A11010305000600,双卡螺母移动转换接头,DN50,304,双卡
A11010401500000,双卡法兰转换接头,DN15,304,双卡
A11010402000000,双卡法兰转换接头,DN20,304,双卡
A11010402500000,双卡法兰转换接头,DN25,304,双卡
A11010403200000,双卡法兰转换接头,DN32,304,双卡
A11010404000000,双卡法兰转换接头,DN40,304,双卡
A11010405000000,双卡法兰转换接头,DN50,304,双卡
A11010406500000,双卡法兰转换接头,DN65,304,双卡
A11010408000000,双卡法兰转换接头,DN80,304,双卡
A11010408000001,双卡法兰转换接头,DN80,304,双卡
A11010408000002,双卡法兰转换接头,DN80,304,双卡
A11010408006500,双卡法兰转换接头,DN80*65,304,双卡
A11010410000000,双卡法兰转换接头,DN100,304,双卡
A11011101500010,双卡凸面法兰转换接头(PN16),DN15,304,双卡
A11011102000010,双卡凸面法兰转换接头(PN16),DN20,304,双卡
A11011102500010,双卡凸面法兰转换接头(PN16),DN25,304,双卡
A11011103200010,双卡凸面法兰转换接头(PN16),DN32,304,双卡
A11011104000010,双卡凸面法兰转换接头(PN16),DN40,304,双卡
A11011105000010,双卡凸面法兰转换接头(PN16),DN50,304,双卡
A11011106500010,双卡凸面法兰转换接头(PN16),DN65,304,双卡
A11011106500014,双卡凸面法兰转换接头(PN16),DN65,304,双卡
A11011108000002,双卡凸面法兰转换接头(PN16),DN80,304,双卡
A11011108000010,双卡凸面法兰转换接头(PN16),DN80,304,双卡
A11011110000010,双卡凸面法兰转换接头(PN16),DN100,304,双卡
A11011110000014,双卡凸面法兰转换接头(碟阀专用)(PN16),DN100,304,双卡
A11020001200000,双卡A型45°弯头,DN12,304,双卡
A11020001500000,双卡A型45°弯头,DN15,304,双卡
A11020002000000,双卡A型45°弯头,DN20,304,双卡
A11020002001500,双卡异径45°弯头,DN20*15,304,双卡
A11020002500000,双卡A型45°弯头,DN25,304,双卡
A11020003200000,双卡A型45°弯头,DN32,304,双卡
A11020004000000,双卡A型45°弯头,DN40,304,双卡
A11020005000000,双卡A型45°弯头,DN50,304,双卡
A11020006500000,双卡A型45°弯头,DN65,304,双卡
A11020006500001,双卡A型45°弯头(短),DN65,304,双卡
A11020008000000,双卡A型45°弯头,DN80,304,双卡
A11020008000001,双卡A型45°弯头(短),DN80,304,双卡
A11020010000000,双卡A型45°弯头,DN100,304,双卡
A11030001200000,双卡A型90°弯头,DN12,304,双卡
A11030001500000,双卡A型90°弯头,DN15,304,双卡
A11030002000000,双卡A型90°弯头,DN20,304,双卡
A11030002001500,双卡异径90°弯头,DN20*15,304,双卡
A11030002500000,双卡A型90°弯头,DN25,304,双卡
A11030002501500,双卡异径90°弯头,DN25*15,304,双卡
A11030002502000,双卡异径90°弯头,DN25*20,304,双卡
A11030003200000,双卡A型90°弯头,DN32,304,双卡
A11030003201500,双卡异径90°弯头,DN32*15,304,双卡
A11030003202000,双卡异径90°弯头,DN32*20,304,双卡
A11030003202500,双卡异径90°弯头,DN32*25,304,双卡
A11030004000000,双卡A型90°弯头,DN40,304,双卡
A11030004001500,双卡异径90°弯头,DN40*15,304,双卡
A11030004002000,双卡异径90°弯头,DN40*20,304,双卡
A11030004002500,双卡异径90°弯头,DN40*25,304,双卡
A11030004003200,双卡异径90°弯头,DN40*32,304,双卡
A11030005000000,双卡A型90°弯头,DN50,304,双卡
A11030005001500,双卡异径90°弯头,DN50*15,304,双卡
A11030005002000,双卡异径90°弯头,DN50*20,304,双卡
A11030005002500,双卡异径90°弯头,DN50*25,304,双卡
A11030005003200,双卡异径90°弯头,DN50*32,304,双卡
A11030005004000,双卡异径90°弯头,DN50*40,304,双卡
A11030006000000,双卡A型90°弯头,DN60,304,双卡
A11030006500000,双卡A型90°弯头,DN65,304,双卡
A11030006503200,双卡异径90°弯头,DN65*32,304,双卡
A11030006504000,双卡异径90°弯头,DN65*40,304,双卡
A11030006505000,双卡异径90°弯头,DN65*50,304,双卡
A11030008000000,双卡A型90°弯头,DN80,304,双卡
A11030008005000,双卡异径90°弯头,DN80*50,304,双卡
A11030008006500,双卡异径90°弯头,DN80*65,304,双卡
A11030010000000,双卡A型90°弯头,DN100,304,双卡
A11030010006500,双卡异径90°弯头,DN100*65,304,双卡
A11030010008000,双卡异径90°弯头,DN100*80,304,双卡
A11030101200100,双卡外螺纹90°转换弯头,DN12,304,双卡
A11030101200200,双卡外螺纹90°转换弯头,DN12,304,双卡
A11030101500100,双卡外螺纹90°转换弯头,DN15,304,双卡
A11030102000100,双卡外螺纹90°转换弯头,DN20,304,双卡
A11030102000200,双卡外螺纹90°转换弯头,DN20,304,双卡
A11030102500100,双卡外螺纹90°转换弯头,DN25,304,双卡
A11030102500200,双卡外螺纹90°转换弯头,DN25,304,双卡
A11030102500300,双卡外螺纹90°转换弯头,DN25,304,双卡
A11030103200100,双卡外螺纹90°转换弯头,DN32,304,双卡
A11030103200200,双卡外螺纹90°转换弯头,DN32,304,双卡
A11030103200300,双卡外螺纹90°转换弯头,DN32,304,双卡
A11030103200400,双卡外螺纹90°转换弯头,DN32,304,双卡
A11030104000100,双卡外螺纹90°转换弯头,DN40,304,双卡
A11030104000200,双卡外螺纹90°转换弯头,DN40,304,双卡
A11030104000300,双卡外螺纹90°转换弯头,DN40,304,双卡
A11030104000400,双卡外螺纹90°转换弯头,DN40,304,双卡
A11030104000500,双卡外螺纹90°转换弯头,DN40,304,双卡
A11030105000100,双卡外螺纹90°转换弯头,DN50,304,双卡
A11030105000200,双卡外螺纹90°转换弯头,DN50,304,双卡
A11030105000300,双卡外螺纹90°转换弯头,DN50,304,双卡
A11030105000400,双卡外螺纹90°转换弯头,DN50,304,双卡
A11030105000500,双卡外螺纹90°转换弯头,DN50,304,双卡
A11030105000600,双卡外螺纹90°转换弯头,DN50,304,双卡
A11030106500600,双卡外螺纹90°转换弯头,DN65,304,双卡
A11030106500700,双卡外螺纹90°转换弯头,DN65,304,双卡
A11030108000800,双卡外螺纹90°转换弯头,DN80,304,双卡
A11030110000900,双卡外螺纹90°转换弯头,DN100,304,双卡
A11030201200100,双卡内螺纹90°转换弯头,DN12,304,双卡
A11030201200200,双卡内螺纹90°转换弯头,DN12,304,双卡
A11030201500100,双卡内螺纹90°转换弯头,DN15,304,双卡
A11030202000100,双卡内螺纹90°转换弯头,DN20,304,双卡
A11030202000200,双卡内螺纹90°转换弯头,DN20,304,双卡
A11030202500100,双卡内螺纹90°转换弯头,DN25,304,双卡
A11030202500200,双卡内螺纹90°转换弯头,DN25,304,双卡
A11030202500300,双卡内螺纹90°转换弯头,DN25,304,双卡
A11030203200100,双卡内螺纹90°转换弯头,DN32,304,双卡
A11030203200200,双卡内螺纹90°转换弯头,DN32,304,双卡
A11030203200300,双卡内螺纹90°转换弯头,DN32,304,双卡
A11030203200400,双卡内螺纹90°转换弯头,DN32,304,双卡
A11030204000100,双卡内螺纹90°转换弯头,DN40,304,双卡
A11030204000200,双卡内螺纹90°转换弯头,DN40,304,双卡
A11030204000300,双卡内螺纹90°转换弯头,DN40,304,双卡
A11030204000400,双卡内螺纹90°转换弯头,DN40,304,双卡
A11030204000500,双卡内螺纹90°转换弯头,DN40,304,双卡
A11030205000100,双卡内螺纹90°转换弯头,DN50,304,双卡
A11030205000200,双卡内螺纹90°转换弯头,DN50,304,双卡
A11030205000300,双卡内螺纹90°转换弯头,DN50,304,双卡
A11030205000400,双卡内螺纹90°转换弯头,DN50,304,双卡
A11030205000500,双卡内螺纹90°转换弯头,DN50,304,双卡
A11030205000600,双卡内螺纹90°转换弯头,DN50,304,双卡
A11030206500100,双卡内螺纹90°转换弯头,DN65,304,双卡
A11030206500200,双卡内螺纹90°转换弯头,DN65,304,双卡
A11030206500600,双卡内螺纹90°转换弯头,DN65,304,双卡
A11030206500700,双卡内螺纹90°转换弯头,DN65,304,双卡
A11030208000800,双卡内螺纹90°转换弯头,DN80,304,双卡
A11030210000900,双卡内螺纹90°转换弯头,DN100,304,双卡
A11030301200100,双卡螺母移动90°转换弯头,DN12,304,双卡
A11030301500100,双卡螺母移动90°转换弯头,DN15,304,双卡
A11030301500200,双卡螺母移动90°转换弯头,DN15,304,双卡
A11030302000100,双卡螺母移动90°转换弯头,DN20,304,双卡
A11030302000200,双卡螺母移动90°转换弯头,DN20,304,双卡
A11030302000300,双卡螺母移动90°转换弯头,DN20,304,双卡
A11030302000400,双卡螺母移动90°转换弯头,DN20,304,双卡
A11030302000500,双卡螺母移动90°转换弯头,DN20,304,双卡
A11030302500300,双卡螺母移动90°转换弯头,DN25,304,双卡
A11030303200400,双卡螺母移动90°转换弯头,DN32,304,双卡
A11030304000500,双卡螺母移动90°转换弯头,DN40,304,双卡
A11030305000600,双卡螺母移动90°转换弯头,DN50,304,双卡
A11040001200000,双卡B型45°弯头,DN12,304,双卡
A11040001500000,双卡B型45°弯头,DN15,304,双卡
A11040002000000,双卡B型45°弯头,DN20,304,双卡
A11040002500000,双卡B型45°弯头,DN25,304,双卡
A11040003200000,双卡B型45°弯头,DN32,304,双卡
A11040004000000,双卡B型45°弯头,DN40,304,双卡
A11040005000000,双卡B型45°弯头,DN50,304,双卡
A11040006500000,双卡B型45°弯头,DN65,304,双卡
A11040008000000,双卡B型45°弯头,DN80,304,双卡
A11040010000000,双卡B型45°弯头,DN100,304,双卡
A11050001000000,双卡B型90°弯头,DN12,304,双卡
A11050001200000,双卡B型90°弯头,DN12,304,双卡
A11050001500000,双卡B型90°弯头,DN15,304,双卡
A11050002000000,双卡B型90°弯头,DN20,304,双卡
A11050002500000,双卡B型90°弯头,DN25,304,双卡
A11050003200000,双卡B型90°弯头,DN32,304,双卡
A11050004000000,双卡B型90°弯头,DN40,304,双卡
A11050005000000,双卡B型90°弯头,DN50,304,双卡
A11050006500000,双卡B型90°弯头,DN65,304,双卡
A11050008000000,双卡B型90°弯头,DN80,304,双卡
A11050010000000,双卡B型90°弯头,DN100,304,双卡
A11060001200000,双卡等径三通,DN12,304,双卡
A11060001500000,双卡等径三通,DN15,304,双卡
A11060001501200,双卡异径三通,DN15*12,304,双卡
A11060002000000,双卡等径三通,DN20,304,双卡
A11060002001200,双卡异径三通,DN20*12,304,双卡
A11060002001500,双卡异径三通,DN20*15,304,双卡
A11060002500000,双卡等径三通,DN25,304,双卡
A11060002501200,双卡异径三通,DN25*12,304,双卡
A11060002501500,双卡异径三通,DN25*15,304,双卡
A11060002502000,双卡异径三通,DN25*20,304,双卡
A11060003200000,双卡等径三通,DN32,304,双卡
A11060003201500,双卡异径三通,DN32*15,304,双卡
A11060003202000,双卡异径三通,DN32*20,304,双卡
A11060003202500,双卡异径三通,DN32*25,304,双卡
A11060004000000,双卡等径三通,DN40,304,双卡
A11060004001500,双卡异径三通,DN40*15,304,双卡
A11060004002000,双卡异径三通,DN40*20,304,双卡
A11060004002500,双卡异径三通,DN40*25,304,双卡
A11060004003200,双卡异径三通,DN40*32,304,双卡
A11060005000000,双卡等径三通,DN50,304,双卡
A11060005001500,双卡异径三通,DN50*15,304,双卡
A11060005002000,双卡异径三通,DN50*20,304,双卡
A11060005002500,双卡异径三通,DN50*25,304,双卡
A11060005003200,双卡异径三通,DN50*32,304,双卡
A11060005004000,双卡异径三通,DN50*40,304,双卡
A11060006002000,双卡异径三通,DN60*20,304,双卡
A11060006002500,双卡异径三通,DN60*25,304,双卡
A11060006500000,双卡等径三通,DN65,304,双卡
A11060006501500,双卡异径三通,DN65*15,304,双卡
A11060006502000,双卡异径三通,DN65*20,304,双卡
A11060006502500,双卡异径三通,DN65*25,304,双卡
A11060006503200,双卡异径三通,DN65*32,304,双卡
A11060006504000,双卡异径三通,DN65*40,304,双卡
A11060006505000,双卡异径三通,DN65*50,304,双卡
A11060006506000,双卡异径三通,DN65*60,304,双卡
A11060008000000,双卡等径三通,DN80,304,双卡
A11060008001500,双卡异径三通,DN80*15,304,双卡
A11060008002000,双卡异径三通,DN80*20,304,双卡
A11060008002500,双卡异径三通,DN80*25,304,双卡
A11060008003200,双卡异径三通,DN80*32,304,双卡
A11060008004000,双卡异径三通,DN80*40,304,双卡
A11060008005000,双卡异径三通,DN80*50,304,双卡
A11060008006000,双卡异径三通,DN80*60,304,双卡
A11060008006500,双卡异径三通,DN80*65,304,双卡
A11060010000000,双卡等径三通,DN100,304,双卡
A11060010001500,双卡异径三通,DN100*15,304,双卡
A11060010002000,双卡异径三通,DN100*20,304,双卡
A11060010002500,双卡异径三通,DN100*25,304,双卡
A11060010003200,双卡异径三通,DN100*32,304,双卡
A11060010004000,双卡异径三通,DN100*40,304,双卡
A11060010005000,双卡异径三通,DN100*50,304,双卡
A11060010006500,双卡异径三通,DN100*65,304,双卡
A11060010008000,双卡异径三通,DN100*80,304,双卡
A11060101200100,双卡外螺纹三通,DN12,304,双卡
A11060101200200,双卡外螺纹三通,DN12,304,双卡
A11060101500100,双卡外螺纹三通,DN15,304,双卡
A11060102000100,双卡外螺纹三通,DN20,304,双卡
A11060102000200,双卡外螺纹三通,DN20,304,双卡
A11060102500100,双卡外螺纹三通,DN25,304,双卡
A11060102500200,双卡外螺纹三通,DN25,304,双卡
A11060102500300,双卡外螺纹三通,DN25,304,双卡
A11060103200100,双卡外螺纹三通,DN32,304,双卡
A11060103200200,双卡外螺纹三通,DN32,304,双卡
A11060103200300,双卡外螺纹三通,DN32,304,双卡
A11060103200400,双卡外螺纹三通,DN32,304,双卡
A11060104000100,双卡外螺纹三通,DN40,304,双卡
A11060104000200,双卡外螺纹三通,DN40,304,双卡
A11060104000300,双卡外螺纹三通,DN40,304,双卡
A11060104000400,双卡外螺纹三通,DN40,304,双卡
A11060104000500,双卡外螺纹三通,DN40,304,双卡
A11060105000100,双卡外螺纹三通,DN50,304,双卡
A11060105000200,双卡外螺纹三通,DN50,304,双卡
A11060105000300,双卡外螺纹三通,DN50,304,双卡
A11060105000400,双卡外螺纹三通,DN50,304,双卡
A11060105000500,双卡外螺纹三通,DN50,304,双卡
A11060105000600,双卡外螺纹三通,DN50,304,双卡
A11060106500100,双卡外螺纹三通,DN65,304,双卡
A11060106500200,双卡外螺纹三通,DN65,304,双卡
A11060106500300,双卡外螺纹三通,DN65,304,双卡
A11060106500400,双卡外螺纹三通,DN65,304,双卡
A11060106500500,双卡外螺纹三通,DN65,304,双卡
A11060106500600,双卡外螺纹三通,DN65,304,双卡
A11060106500700,双卡外螺纹三通,DN65,304,双卡
A11060108000100,双卡外螺纹三通,DN80,304,双卡
A11060108000200,双卡外螺纹三通,DN80,304,双卡
A11060108000300,双卡外螺纹三通,DN80,304,双卡
A11060108000400,双卡外螺纹三通,DN80,304,双卡
A11060108000500,双卡外螺纹三通,DN80,304,双卡
A11060108000600,双卡外螺纹三通,DN80,304,双卡
A11060108000700,双卡外螺纹三通,DN80,304,双卡
A11060108000800,双卡外螺纹三通,DN80,304,双卡
A11060110000100,双卡外螺纹三通,DN100,304,双卡
A11060110000200,双卡外螺纹三通,DN100,304,双卡
A11060110000300,双卡外螺纹三通,DN100,304,双卡
A11060110000400,双卡外螺纹三通,DN100,304,双卡
A11060110000500,双卡外螺纹三通,DN100,304,双卡
A11060110000600,双卡外螺纹三通,DN100,304,双卡
A11060110000700,双卡外螺纹三通,DN100,304,双卡
A11060110000800,双卡外螺纹三通,DN100,304,双卡
A11060110000900,双卡外螺纹三通,DN100,304,双卡
A11060201200100,双卡内螺纹三通,DN12,304,双卡
A11060201200200,双卡内螺纹三通,DN12,304,双卡
A11060201500100,双卡内螺纹三通,DN15,304,双卡
A11060202000100,双卡内螺纹三通,DN20,304,双卡
A11060202000200,双卡内螺纹三通,DN20,304,双卡
A11060202500100,双卡内螺纹三通,DN25,304,双卡
A11060202500200,双卡内螺纹三通,DN25,304,双卡
A11060202500300,双卡内螺纹三通,DN25,304,双卡
A11060203200100,双卡内螺纹三通,DN32,304,双卡
A11060203200200,双卡内螺纹三通,DN32,304,双卡
A11060203200300,双卡内螺纹三通,DN32,304,双卡
A11060203200400,双卡内螺纹三通,DN32,304,双卡
A11060204000100,双卡内螺纹三通,DN40,304,双卡
A11060204000200,双卡内螺纹三通,DN40,304,双卡
A11060204000300,双卡内螺纹三通,DN40,304,双卡
A11060204000400,双卡内螺纹三通,DN40,304,双卡
A11060204000500,双卡内螺纹三通,DN40,304,双卡
A11060205000100,双卡内螺纹三通,DN50,304,双卡
A11060205000200,双卡内螺纹三通,DN50,304,双卡
A11060205000300,双卡内螺纹三通,DN50,304,双卡
A11060205000400,双卡内螺纹三通,DN50,304,双卡
A11060205000500,双卡内螺纹三通,DN50,304,双卡
A11060205000600,双卡内螺纹三通,DN50,304,双卡
A11060206500100,双卡内螺纹三通,DN65,304,双卡
A11060206500200,双卡内螺纹三通,DN65,304,双卡
A11060206500300,双卡内螺纹三通,DN65,304,双卡
A11060206500400,双卡内螺纹三通,DN65,304,双卡
A11060206500500,双卡内螺纹三通,DN65,304,双卡
A11060206500600,双卡内螺纹三通,DN65,304,双卡
A11060206500700,双卡内螺纹三通,DN65,304,双卡
A11060208000100,双卡内螺纹三通,DN80,304,双卡
A11060208000200,双卡内螺纹三通,DN80,304,双卡
A11060208000300,双卡内螺纹三通,DN80,304,双卡
A11060208000400,双卡内螺纹三通,DN80,304,双卡
A11060208000500,双卡内螺纹三通,DN80,304,双卡
A11060208000600,双卡内螺纹三通,DN80,304,双卡
A11060208000700,双卡内螺纹三通,DN80,304,双卡
A11060208000800,双卡内螺纹三通,DN80,304,双卡
A11060210000100,双卡内螺纹三通,DN100,304,双卡
A11060210000200,双卡内螺纹三通,DN100,304,双卡
A11060210000300,双卡内螺纹三通,DN100,304,双卡
A11060210000400,双卡内螺纹三通,DN100,304,双卡
A11060210000500,双卡内螺纹三通,DN100,304,双卡
A11060210000600,双卡内螺纹三通,DN100,304,双卡
A11060210000700,双卡内螺纹三通,DN100,304,双卡
A11060210000800,双卡内螺纹三通,DN100,304,双卡
A11060210000900,双卡内螺纹三通,DN100,304,双卡
A11070001200000,双卡等径四通,DN12,304,双卡
A11070001500000,双卡等径四通,DN15,304,双卡
A11070002000000,双卡等径四通,DN20,304,双卡
A11070002001500,双卡异径四通,DN20*15,304,双卡
A11070002500000,双卡等径四通,DN25,304,双卡
A11070002501500,双卡异径四通,DN25*15,304,双卡
A11070002502000,双卡异径四通,DN25*20,304,双卡
A11070003200000,双卡等径四通,DN32,304,双卡
A11070003201500,双卡异径四通,DN32*15,304,双卡
A11070003202000,双卡异径四通,DN32*20,304,双卡
A11070003202500,双卡异径四通,DN32*25,304,双卡
A11070004000000,双卡等径四通,DN40,304,双卡
A11070004001500,双卡异径四通,DN40*15,304,双卡
A11070004002000,双卡异径四通,DN40*20,304,双卡
A11070004002500,双卡异径四通,DN40*25,304,双卡
A11070004003200,双卡异径四通,DN40*32,304,双卡
A11070005000000,双卡等径四通,DN50,304,双卡
A11070005001500,双卡异径四通,DN50*15,304,双卡
A11070005002000,双卡异径四通,DN50*20,304,双卡
A11070005002500,双卡异径四通,DN50*25,304,双卡
A11070005003200,双卡异径四通,DN50*32,304,双卡
A11070005004000,双卡异径四通,DN50*40,304,双卡
A11070006500000,双卡等径四通,DN65,304,双卡
A11070006501500,双卡异径四通,DN65*15,304,双卡
A11070006502000,双卡异径四通,DN65*20,304,双卡
A11070006502500,双卡异径四通,DN65*25,304,双卡
A11070006503200,双卡异径四通,DN65*32,304,双卡
A11070006504000,双卡异径四通,DN65*40,304,双卡
A11070006505000,双卡异径四通,DN65*50,304,双卡
A11070008000000,双卡等径四通,DN80,304,双卡
A11070008001500,双卡异径四通,DN80*15,304,双卡
A11070008002000,双卡异径四通,DN80*20,304,双卡
A11070008002500,双卡异径四通,DN80*25,304,双卡
A11070008003200,双卡异径四通,DN80*32,304,双卡
A11070008004000,双卡异径四通,DN80*40,304,双卡
A11070008005000,双卡异径四通,DN80*50,304,双卡
A11070008006500,双卡异径四通,DN80*65,304,双卡
A11070010000000,双卡等径四通,DN100,304,双卡
A11070010001500,双卡异径四通,DN100*15,304,双卡
A11070010002000,双卡异径四通,DN100*20,304,双卡
A11070010002500,双卡异径四通,DN100*25,304,双卡
A11070010003200,双卡异径四通,DN100*32,304,双卡
A11070010004000,双卡异径四通,DN100*40,304,双卡
A11070010005000,双卡异径四通,DN100*50,304,双卡
A11070010006500,双卡异径四通,DN100*65,304,双卡
A11070010008000,双卡异径四通,DN100*80,304,双卡
A11080001200000,双卡管帽,DN12,304,双卡
A11080001500000,双卡管帽,DN15,304,双卡
A11080002000000,双卡管帽,DN20,304,双卡
A11080002500000,双卡管帽,DN25,304,双卡
A11080003200000,双卡管帽,DN32,304,双卡
A11080004000000,双卡管帽,DN40,304,双卡
A11080005000000,双卡管帽,DN50,304,双卡
A11080006000000,双卡管帽,DN60,304,双卡
A11080006500000,双卡管帽,DN65,304,双卡
A11080008000000,双卡管帽,DN80,304,双卡
A11080010000000,双卡管帽,DN100,304,双卡
A11090001200000,双卡管桥,DN12,304,双卡
A11100001200000,双卡可调对接,DN12,304,双卡
A11100001500000,双卡可调对接,DN15,304,双卡
A11100002000000,双卡可调对接,DN20,304,双卡
A11100002500000,双卡可调对接,DN25,304,双卡
A11100003200000,双卡可调对接,DN32,304,双卡
A11100004000000,双卡可调对接,DN40,304,双卡
A11100005000000,双卡可调对接,DN50,304,双卡
A11100006500000,双卡可调对接,DN65,304,双卡
A11100008000000,双卡可调对接,DN80,304,双卡
A11100010000000,双卡可调对接,DN100,304,双卡
A11110101200100,双卡外螺纹90°转换弯头(短型),DN12,304,双卡
A11110201200100,双卡内螺纹90°转换弯头(短型),DN12,304,双卡
A11110201500100,双卡内螺纹90°转换弯头(短型),DN15,304,双卡
A11110202000100,双卡内螺纹90°转换弯头(短型),DN20,304,双卡
A11110202000200,双卡内螺纹90°转换弯头(短型),DN20,304,双卡
A11110203200300,双卡内螺纹90°转换弯头(短型),DN32,304,双卡
A12010001200000,单卡等径接头,DN12,304,单卡
A12010001500000,单卡等径接头,DN15,304,单卡
A12010002000000,单卡等径接头,DN20,304,单卡
A12010002001200,单卡异径接头,DN20*12,304,单卡
A12010002001500,单卡异径接头,DN20*15,304,单卡
A12010002500000,单卡等径接头,DN25,304,单卡
A12010002501500,单卡异径接头,DN25*15,304,单卡
A12010002502000,单卡异径接头,DN25*20,304,单卡
A12010003200000,单卡等径接头,DN32,304,单卡
A12010003201500,单卡异径接头,DN32*15,304,单卡
A12010003202000,单卡异径接头,DN32*20,304,单卡
A12010003202500,单卡异径接头,DN32*25,304,单卡
A12010004000000,单卡等径接头,DN40,304,单卡
A12010004001500,单卡异径接头,DN40*15,304,单卡
A12010004002000,单卡异径接头,DN40*20,304,单卡
A12010004002500,单卡异径接头,DN40*25,304,单卡
A12010004003200,单卡异径接头,DN40*32,304,单卡
A12010005000000,单卡等径接头,DN50,304,单卡
A12010005001500,单卡异径接头,DN50*15,304,单卡
A12010005002000,单卡异径接头,DN50*20,304,单卡
A12010005002500,单卡异径接头,DN50*25,304,单卡
A12010005003200,单卡异径接头,DN50*32,304,单卡
A12010005004000,单卡异径接头,DN50*40,304,单卡
A12010006500000,单卡等径接头,DN65,304,单卡
A12010006501500,单卡异径接头,DN65*15,304,单卡
A12010006502000,单卡异径接头,DN65*20,304,单卡
A12010006502500,单卡异径接头,DN65*25,304,单卡
A12010006503200,单卡异径接头,DN65*32,304,单卡
A12010006504000,单卡异径接头,DN65*40,304,单卡
A12010006505000,单卡异径接头,DN65*50,304,单卡
A12010008000000,单卡等径接头,DN80,304,单卡
A12010008001500,单卡异径接头,DN80*15,304,单卡
A12010008002000,单卡异径接头,DN80*20,304,单卡
A12010008002500,单卡异径接头,DN80*25,304,单卡
A12010008003200,单卡异径接头,DN80*32,304,单卡
A12010008004000,单卡异径接头,DN80*40,304,单卡
A12010008005000,单卡异径接头,DN80*50,304,单卡
A12010008006500,单卡异径接头,DN80*65,304,单卡
A12010010000000,单卡等径接头,DN100,304,单卡
A12010010001500,单卡异径接头,DN100*15,304,单卡
A12010010002000,单卡异径接头,DN100*20,304,单卡
A12010010002500,单卡异径接头,DN100*25,304,单卡
A12010010003200,单卡异径接头,DN100*32,304,单卡
A12010010004000,单卡异径接头,DN100*40,304,单卡
A12010010005000,单卡异径接头,DN100*50,304,单卡
A12010010006500,单卡异径接头,DN100*65,304,单卡
A12010010008000,单卡异径接头,DN100*80,304,单卡
A12010101200100,单卡外螺纹转换接头,DN12,304,单卡
A12010101500100,单卡外螺纹转换接头,DN15,304,单卡
A12010102000100,单卡外螺纹转换接头,DN20,304,单卡
A12010102000200,单卡外螺纹转换接头,DN20,304,单卡
A12010102500100,单卡外螺纹转换接头,DN25,304,单卡
A12010102500200,单卡外螺纹转换接头,DN25,304,单卡
A12010102500300,单卡外螺纹转换接头,DN25,304,单卡
A12010102500400,单卡外螺纹转换接头,DN25,304,单卡
A12010103200100,单卡外螺纹转换接头,DN32,304,单卡
A12010103200200,单卡外螺纹转换接头,DN32,304,单卡
A12010103200300,单卡外螺纹转换接头,DN32,304,单卡
A12010103200400,单卡外螺纹转换接头,DN32,304,单卡
A12010103200500,单卡外螺纹转换接头,DN32,304,单卡
A12010104000100,单卡外螺纹转换接头,DN40,304,单卡
A12010104000200,单卡外螺纹转换接头,DN40,304,单卡
A12010104000300,单卡外螺纹转换接头,DN40,304,单卡
A12010104000400,单卡外螺纹转换接头,DN40,304,单卡
A12010104000500,单卡外螺纹转换接头,DN40,304,单卡
A12010105000100,单卡外螺纹转换接头,DN50,304,单卡
A12010105000300,单卡外螺纹转换接头,DN50,304,单卡
A12010105000400,单卡外螺纹转换接头,DN50,304,单卡
A12010105000500,单卡外螺纹转换接头,DN50,304,单卡
A12010105000600,单卡外螺纹转换接头,DN50,304,单卡
A12010106500100,单卡外螺纹转换接头,DN65,304,单卡
A12010106500101,单卡外螺纹转换接头,DN65,304,单卡
A12010106500200,单卡外螺纹转换接头,DN65,304,单卡
A12010106500300,单卡外螺纹转换接头,DN65,304,单卡
A12010106500400,单卡外螺纹转换接头,DN65,304,单卡
A12010106500500,单卡外螺纹转换接头,DN65,304,单卡
A12010106500600,单卡外螺纹转换接头,DN65,304,单卡
A12010106500700,单卡外螺纹转换接头,DN65,304,单卡
A12010108000100,单卡外螺纹转换接头,DN80,304,单卡
A12010108000200,单卡外螺纹转换接头,DN80,304,单卡
A12010108000400,单卡外螺纹转换接头,DN80,304,单卡
A12010108000500,单卡外螺纹转换接头,DN80,304,单卡
A12010108000600,单卡外螺纹转换接头,DN80,304,单卡
A12010108000700,单卡外螺纹转换接头,DN80,304,单卡
A12010108000800,单卡外螺纹转换接头,DN80,304,单卡
A12010110000100,单卡外螺纹转换接头,DN100,304,单卡
A12010110000200,单卡外螺纹转换接头,DN100,304,单卡
A12010110000300,单卡外螺纹转换接头,DN100,304,单卡
A12010110000400,单卡外螺纹转换接头,DN100,304,单卡
A12010110000500,单卡外螺纹转换接头,DN100,304,单卡
A12010110000600,单卡外螺纹转换接头,DN100,304,单卡
A12010110000900,单卡外螺纹转换接头,DN100,304,单卡
A12010201200100,单卡内螺纹转换接头,DN12,304,单卡
A12010201500100,单卡内螺纹转换接头,DN15,304,单卡
A12010202000100,单卡内螺纹转换接头,DN20,304,单卡
